,Franchise,Movie_Count,revenue,ganancia_promedio_por_franquicia
1535,McDull Collection,1.0,0.0,0.0
1536,Pekko aikamiespoika Collection,1.0,0.0,0.0
1537,How I Unleashed World War II,1.0,0.0,0.0
1538,Caprinos Eventyrlige Verden,1.0,0.0,431208728.0
1539,The Storm Riders Collection,1.0,0.0,0.0
1540,Kill Buljo Collection,1.0,0.0,0.0
1541,Shadow Warriors,1.0,0.0,112462508.0
1542,Tere Bin Laden Collection,1.0,0.0,0.0
1543,Rare Exports Collection,1.0,0.0,0.0
1544,The August Underground Collection,1.0,0.0,11672363.0
1545,The Black Mask Collection,1.0,0.0,0.0
1546,Deadly Prey Collection,1.0,0.0,1937890605.0
1547,Mondo Cane Collection,1.0,0.0,3833507.0
1548,3 Men (Original) Collection,1.0,2052466.0,57903789.0
1549,Macon County Collection,1.0,0.0,0.0
1550,Puss 'n Boots Collection,1.0,0.0,4366101244.0
1551,Åsa-Nisse Collection,1.0,0.0,0.0
1552,Tulse Luper,1.0,25800.0,48572000.0
1553,Takashi Miike's Black Society Trilogy,1.0,0.0,0.0
1554,2001 Maniacs Collection,1.0,0.0,0.0
1555,Angelique Collection,1.0,0.0,0.0
1556,The 1997 Trilogy,1.0,0.0,0.0
1557,This is England Collection,1.0,8176544.0,0.0
1558,Les Boys,1.0,0.0,0.0
1559,The Postman Collection,1.0,17626234.0,0.0
1560,Cirque du Soleil Collection,1.0,34153101.0,0.0
1561,Legends of the Poisonous Seductress,1.0,0.0,5450815.0
1562,Surf's Up Collection,1.0,149044513.0,0.0
1563,Barney Collection,1.0,0.0,0.0
1564,Wreck-It Ralph Collection,1.0,471222889.0,25800.0
1565,Mann Filmreihe,1.0,0.0,11466088.0
1566,Gangs of Wasseypur Collection,1.0,4100000.0,0.0
1567,Thermae Romae Collection,1.0,0.0,0.0
1568,The Man from Earth Collection,1.0,0.0,0.0
1569,Footsoldier Collection,1.0,0.0,0.0
1570,Immaturi Collection,1.0,0.0,17355754.0
1571,Zebraman Collection,1.0,0.0,0.0
1572,Flesh Gordon Collection,1.0,0.0,14600000.0
1573,Wanted - Collection,1.0,258270008.0,0.0
1574,Boston Blackie Series,1.0,0.0,0.0
1575,Mamma Mia! Collection,1.0,609841637.0,260887222.0
1576,Mister Roberts Collection,1.0,0.0,539608743.0
1577,Letters to Santa Collection,1.0,0.0,12398628.0
1578,The Water of the Hills,1.0,0.0,12945586.0
1579,Seed Collection,1.0,0.0,0.0
1580,Super Troopers Collection,1.0,18492362.0,0.0
1581,Kim Possible Collection,1.0,0.0,0.0
1582,Il tassinaro,1.0,0.0,0.0
1583,Cross Collection,1.0,0.0,111101957.0
1584,Il medico della mutua Collection,1.0,0.0,0.0
1585,Golgo 13 Collection,1.0,0.0,124934.0
1586,Sex is Zero Collection,1.0,0.0,0.0
1587,The Sally Lochhart Mysteries Collection,1.0,0.0,0.0
1588,Encounters of the Spooky Kind Collection,1.0,731753.0,35300645.0
1589,Trinità  Collection,1.0,0.0,0.0
1590,Cabin By The Lake Collection,1.0,0.0,0.0
1591,The Secret Life of Pets Collection,1.0,875457937.0,0.0
1592,Blade Runner Collection,1.0,33139618.0,0.0
1593,Fantastic Beasts Collection,1.0,809342332.0,0.0
1594,Max (Collection),1.0,43967255.0,0.0
1595,Ada Apa Dengan Cinta? Collection,1.0,0.0,80547866.0
1596,My Sisters Kids Collection,1.0,0.0,300257475.0
1597,Gone in 60 Seconds Trilogy,1.0,0.0,0.0
1598,Martial Law Collection,1.0,0.0,0.0
1599,The Sister Street Fighter Collection,1.0,0.0,0.0
1600,The Dog Who Saved Christmas Collection,1.0,0.0,6000000.0
1601,Road House Collection,1.0,30050028.0,34592118.0
1602,Mörderischer Norden,1.0,0.0,0.0
1603,Lauras Stern,1.0,0.0,18637690.0
1604,"Rico, Oskar 1, 2 & 3",1.0,0.0,0.0
1605,The Houses October Built Collection,1.0,0.0,57223890.0
1606,Sabrina the Teenage Witch Collection,1.0,0.0,0.0
1607,Allan Quatermain (1950 series),1.0,0.0,178596090.0
1608,Anja & Viktor Collection,1.0,0.0,192452832.0
1609,The Frogtown Collection,1.0,0.0,0.0
1610,Prep & Landing Collection,1.0,0.0,258270008.0
1611,Always: Sunset on Third Street Collection,1.0,33053559.0,0.0
1612,Dragon Nest Collection,1.0,0.0,0.0
1613,Puff Collection,1.0,0.0,79567667.0
1614,Detonator Collection,1.0,0.0,0.0
1615,Fear Collection,1.0,0.0,0.0
1616,Short Peace,1.0,0.0,0.0
1617,White Crane Chronicles,1.0,0.0,169662323.0
1618,PTU Collection,1.0,0.0,8910819.0
1619,Ur kärlekens språk,1.0,0.0,0.0
1620,I pompieri - Collezione,1.0,0.0,269994119.0
1621,The Mangler Collection,1.0,0.0,30218387.0
1622,The Exterminator Collection,1.0,0.0,36500000.0
1623,Erotic Ghost Story Collection,1.0,0.0,0.0
1624,Lee Rock Collection,1.0,0.0,0.0
1625,The Incredibles Collection,1.0,631442092.0,10138913.0
1626,Long Arm of the Law Collection,1.0,0.0,66966987.0
1627,Art of the Devil Collection,1.0,0.0,0.0
1628,Vampire Boys Collection,1.0,0.0,0.0
1629,NASU Collection,1.0,0.0,0.0
1630,Ex Collection,1.0,0.0,0.0
1631,Lezioni di Cioccolato Collection,1.0,0.0,34793160.0
1632,Mystery Woman,1.0,0.0,91196419.0
1633,I Love a Mystery movie series,1.0,0.0,115257317.0
1634,Thunder in Paradise Collection,1.0,0.0,0.0
1635,Robot Chicken: Star Wars Collection,1.0,0.0,0.0
1636,Schule Collection,1.0,0.0,67200000.0
1637,Begotten Collection,1.0,0.0,0.0
1638,East Side Kids,1.0,0.0,0.0
1639,Wodehouse P.G. Collection,1.0,0.0,0.0
1640,My Sassy Girl Collection,1.0,0.0,15719109.0
1641,Isi/Disi Collection,1.0,0.0,36393000.0
1642,Old Way Collection,1.0,0.0,168180.0
1643,He Who Dares Collection,1.0,0.0,0.0
1644,Snake Eater Collection,1.0,0.0,69631118.0
1645,The Mark Collection,1.0,0.0,0.0
1646,The Sweeney Collection,1.0,0.0,0.0
1647,Richard the Lionheart Collection,1.0,0.0,37393092.0
1648,Les Charlots - Saga,1.0,0.0,80000000.0
1649,Ring of Fire Collection,1.0,0.0,820580447.0
1650,Skeleton Key Collection,1.0,0.0,32268129.0
1651,In the Line of Duty Collection,1.0,0.0,531865000.0
1652,Hayride Collection,1.0,0.0,70862717.0
1653,Magic Kid Collection,1.0,0.0,113080982.0
1654,Aces Go Places Collection,1.0,0.0,471222889.0
1655,Heidi (Praesens-Film) Filmreihe,1.0,0.0,28650575.0
1656,Salt and Pepper Collection,1.0,0.0,2808832317.0
1657,Deadpool Collection,1.0,783112979.0,0.0
1658,Ant-Man Collection,1.0,519311965.0,0.0
1659,Justice League Collection,1.0,0.0,0.0
1660,Inuyasha Collection,1.0,0.0,116207.0
1661,Vi hade i alla fall tur med vädret Collection,1.0,0.0,0.0
1662,The Six Million Dollar Man Collection,1.0,0.0,0.0
1663,No Good Middle-Aged Yakuza Trilogy,1.0,0.0,44726644.0
1664,The Spiritual Boxer Collection,1.0,0.0,0.0
1665,Fanthagirò Collection,1.0,0.0,0.0
1666,The Encounter Collection,1.0,0.0,0.0
1667,Kleines Arschloch Collection,1.0,0.0,0.0
1668,Dixie Zombi - Colección,1.0,0.0,0.0
1669,House of Angels Collection,1.0,0.0,0.0
1670,The Bride with White Hair Collection,1.0,0.0,0.0
1671,Sex Up Filmreihe,1.0,0.0,0.0
1672,Santa's Apprentice,1.0,0.0,0.0
1673,The Wixxer Trilogy,1.0,0.0,116749981.0
1674,Killer Crocodile Collection,1.0,0.0,392688588.0
1675,Fontaine Khaled Collection,1.0,0.0,0.0
1676,Robotech (Samling),1.0,0.0,59265680.0
1677,Lemon Popsicle Collection,1.0,0.0,694669972.0
1678,Gonin collection,1.0,0.0,0.0
1679,The Waxwork Collection,1.0,808114.0,0.0
1680,Sadako 3D Collection,1.0,0.0,0.0
1681,Lemmy Caution Collection,1.0,0.0,0.0
1682,Apocalypse Collection,1.0,0.0,0.0
1683,Doraemon Collection,1.0,83061158.0,13218980.0
1684,Elvira Collection,1.0,5596267.0,0.0
1685,Tomie Collection,1.0,0.0,55635037.0
1686,Garage Sale Mystery Collection,1.0,0.0,0.0
1687,Chaar Sahibzaade Collection,1.0,0.0,0.0
1688,Mr. Boogedy Collection,1.0,0.0,0.0
1689,Lady Snowblood Collection,1.0,0.0,9816332.0
1690,Glass Tiger collection,1.0,0.0,0.0
1691,Kathleen Madigan Collection,1.0,0.0,0.0
1692,The Big Bottom Box,1.0,0.0,0.0
1693,Joséphine - Saga,1.0,0.0,0.0
1694,Red Lotus Collection,1.0,0.0,0.0
